,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Weather.Condition,Report.Status,Publication.Date
76690,20150602X91946,Accident,GAA15CA099,2015-05-28,"State College, PA",United States,405116N,0775025W,Non-Fatal,Substantial,Airplane,N2254U,CESSNA,172 - R,No,1.0,Reciprocating,091,"MTT Aviation Services, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,The student pilot's failure to maintain adequate airspeed during the approach to landing which resulted in an aerodynamic stall and a hard landing.,2020-09-25
76691,20150602X92012,Accident,CEN15LA247,2015-05-28,"Horseshoe Bay, TX",United States,303137N,0982132W,Non-Fatal,Destroyed,Airplane,N224TB,RAYTHEON AIRCRAFT COMPANY,G36,No,1.0,Reciprocating,091,"N224TB, LLC",0.0,0.0,1.0,Visual Meteorological Conditions,"The pilots failure to abort the takeoff after the partial loss of engine power before liftoff, and the partial loss of engine power for undetermined reasons. ",2021-05-20
76692,20150611X72534,Accident,GAA15CA119,2015-05-28,"Beaver Falls, PA",United States,404621N,0802329W,Non-Fatal,Substantial,Airplane,N984WU,CESSNA,172R,No,1.0,Reciprocating,091,MOORE AVIATION INC,0.0,0.0,0.0,Visual Meteorological Conditions,"The student pilot's failure to maintain airplane attitude control during the landing, resulting in a hard landing.",2020-09-25
76695,20150601X25645,Accident,CEN15CA246,2015-05-29,"Winnsboro, LA",United States,032167N,0914153W,Non-Fatal,Substantial,Airplane,N1036S,AIR TRACTOR INC,AT 502,No,1.0,Turbo Prop,137,PRECISION AIR OF FRANKLIN LLC,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's improper approach to landing and his failure to perform a go-around, which resulted in a runway overshoot and collision with trees.",2020-09-25
76696,20150602X51758,Accident,GAA15CA102,2015-05-29,"Caledonia, MI",United States,424921N,0852929W,Non-Fatal,Substantial,Helicopter,N206ED,BELL,206 - B11,No,1.0,Turbo Shaft,091,Hawkeye Helicopter,0.0,0.0,0.0,Visual Meteorological Conditions,"A loss of tail rotor effectiveness while maneuvering at low altitude, resulting in a collision with trees.",2020-09-25
76701,20150601X02726,Accident,ANC15FA032,2015-05-30,"Bethel, AK",United States,601957N,0161316W,Fatal,Substantial,Airplane,N1653U,CESSNA,207,No,1.0,Reciprocating,091,BETHEL LEASING LLC,1.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain altitude, which resulted in collision with the terrain. Contributing to the accident was the pilot's impairment from carbon monoxide exposure in flight. The source of the carbon monoxide could not be determined because the wreckage could not be completely recovered.
",2020-09-25
76705,20150601X40521,Accident,WPR15CA173,2015-05-31,"Ismay, MT",United States,046300N,0104480W,Non-Fatal,Substantial,Airplane,N9987J,CESSNA,T188C,No,,Reciprocating,137,Monte Reder,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's incorrect action to continue the takeoff when he failed to maintain directional control during the takeoff roll.,2020-09-25
76706,20150602X11035,Accident,GAA15LA101,2015-05-31,"Archer City, TX",United States,333111N,0983922W,Non-Fatal,Substantial,Airplane,N120TF,AIR TRACTOR INC,AT 502B,No,1.0,Turbo Prop,137,CHANAY AIRCRAFT SERVICES INC,0.0,0.0,1.0,Visual Meteorological Conditions,"The pilots failure to maintain adequate clearance from power transmission lines during an aerial application flight.",2020-09-25
76710,20150601X95028,Accident,ANC15LA034,2015-06-01,"Skwentna, AK",United States,061425N,1505610W,Non-Fatal,Substantial,Airplane,N2828P,PIPER,PA 22,No,1.0,Reciprocating,091,LEVI S. WOOD,0.0,1.0,0.0,Visual Meteorological Conditions,"The pilot's failure to follow the airplane's operating limitations by rapidly opening the throttle, which resulted in a loss of engine power. Contributing to the accident was the pilot's decision to maneuver the airplane at low altitude even though he was not taking off or landing.",2020-09-25
76715,20150602X50343,Accident,WPR15LA176,2015-06-02,"Blythe, CA",United States,333519N,1143958W,Fatal,Destroyed,Airplane,N4018Q,AYRES CORPORATION,S2R T34,No,1.0,Turbo Prop,137,"Morris Ag Air & Sons, Inc.",1.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain adequate airspeed while maneuvering, which resulted in the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall.",2020-09-25
76716,20150602X70621,Accident,CEN15FA249,2015-06-02,"Oshkosh, WI",United States,435933N,0883245W,Fatal,Substantial,Airplane,N123SX,MONNETT JOHN T JR,SONEX SA,Yes,1.0,Reciprocating,091,SONEX AIRCRAFT LLC,2.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain sufficient airspeed following a loss of engine power during initial takeoff climb, which resulted in the airplane's wing exceeding its critical angle-of-attack and a subsequent aerodynamic stall. The reason for the loss of engine power could not be determined because examination of the wreckage revealed no mechanical deficiencies. Contributing to the accident was the pilot's decision to conduct an intersection takeoff.",2020-09-25
76717,20150602X91804,Accident,ERA15LA231,2015-06-02,"Siler City, NC",United States,354150N,0793030W,Fatal,Substantial,Airplane,N985K,BEECH,A36,No,,Reciprocating,091,BHB OF THE SANDHILLS LLC,1.0,0.0,1.0,Instrument Meteorological Conditions,"The pilot's failure to maintain adequate airspeed and his exceedance of the airplane's critical angle of attack while maneuvering for landing, which resulted in an aerodynamic stall.",2020-09-25
76719,20150604X51830,Accident,WPR15LA177,2015-06-02,"Dewey, AZ",United States,341836N,0112712W,Non-Fatal,Substantial,Helicopter,N73AW,BELL,206 L4,No,1.0,Turbo Shaft,091,AIRWEST HELICOPTERS,0.0,0.0,0.0,Visual Meteorological Conditions,"A total loss of engine power due to the failure of the No. 2 bearing, which resulted from a fractured separator.
",2020-09-25
76722,20150604X20332,Accident,GAA15CA105,2015-06-03,"Sharpsville, IN",United States,402325N,0008690W,Non-Fatal,Substantial,Airplane,N51120,RANS,S 12XL,No,1.0,Reciprocating,091,TACKETT GARY L,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain directional control during takeoff, which resulted in a collision with a building.",2020-09-25
76725,20150608X10557,Accident,CEN15LA259,2015-06-03,"Delaplaine, AR",United States,036141N,0904336W,Non-Fatal,Substantial,Airplane,N8402K,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM AM G 164B,No,1.0,Turbo Prop,137,Wilson Flying Service Inc.,0.0,1.0,0.0,Visual Meteorological Conditions,"The pilots failure to establish a proper airspeed and angle-of attack during takeoff in elevated density altitude and light tailwind conditions, which resulted in an aerodynamic stall.",2020-09-25
76726,20150707X02241,Accident,CEN15LA295,2015-06-03,"Montrose, CO",United States,038180N,0107542W,Non-Fatal,Substantial,Airplane,N29943,WACO,UPF 7,No,1.0,Reciprocating,091,UPF-7 LLC,0.0,0.0,1.0,Visual Meteorological Conditions,The pilot's failure to attain suitable altitude while flying over high mountainous terrain in downdraft conditions.,2020-09-25
76727,20150605X12418,Accident,GAA15CA107,2015-06-04,"Hay, WA",United States,463616N,1175232W,Non-Fatal,Substantial,Airplane,N7860D,PIPER,PA 18A 150,No,1.0,Reciprocating,091,WALLA WALLA UNIVERSITY,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's and flight instructor's improper brake application during the landing roll. Contributing to the accident was the flight instructor's failure to make a positive transfer of controls.,2020-09-25
76728,20150608X04410,Accident,ANC15LA035,2015-06-04,"McCarthy, AK",United States,062559N,1453148W,Fatal,Minor,Airplane,N985W,PIPER,PA 18-150,No,1.0,Reciprocating,091,ALASKA CUB TRAINING SPECIALISTS,1.0,0.0,0.0,Visual Meteorological Conditions,The pilot's failure to ensure adequate clearance from the spinning propeller while traversing the area between the leading edge of the wing and the nose of the airplane. Contributing to the accident was the decision to leave the cockpits of the airplanes unattended while the engines were idling and gear was being loaded on board.,2020-09-25
76730,20150609X40345,Accident,ANC15LA037,2015-06-04,"Skwentna, AK",United States,615758N,1511115W,Non-Fatal,Substantial,Airplane,N3125N,DEHAVILLAND,DHC-3T,No,1.0,Turbo Prop,135,Alaska Air Taxi LLC,0.0,0.0,0.0,Instrument Meteorological Conditions,"The flutter failure of the right elevator servo tab due to the improper fabrication of the servo tab and maintenance personnels subsequent failure to detect anomalies with the servo tab. ",2020-09-25
76731,20150611X71659,Accident,GAA15CA118,2015-06-04,"Lancaster, NY",United States,425519N,0783647W,Non-Fatal,Substantial,Airplane,N9818A,CESSNA,195,No,1.0,Reciprocating,091,TESCO INC.,0.0,0.0,0.0,Visual Meteorological Conditions,"A loss of directional control and subsequent ground loop due to an underinflated right tire, which was a result of foreign object debris puncturing the tire.",2020-09-25
76732,20150618X13318,Accident,CEN15LA276,2015-06-04,"Branch, LA",United States,302020N,0921533W,Non-Fatal,Substantial,Airplane,N5035R,AIR TRACTOR INC,AT-602,No,1.0,Turbo Prop,137,RICHARD FLYING SERVICE INC,0.0,0.0,0.0,Visual Meteorological Conditions,"An exceedance of the airplane's takeoff/climb capability, which resulted in a stall during initial climb at an altitude that was too low for recovery.",2020-09-25
76734,20150605X24005,Accident,CEN15FA255,2015-06-05,"Raton, NM",United States,364259N,0010480W,Fatal,Substantial,Airplane,N162WR,CUB CRAFTERS,CC18-180,No,1.0,Reciprocating,PUBU,USDA-APHIS-WS,2.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain adequate airspeed while maneuvering at a low altitude, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall.",2020-09-25
76735,20150605X52542,Incident,ENG15IA024,2015-06-05,"Windsor Locks, CT",United States,415621N,0072410W,Non-Fatal,Minor,Airplane,N363PH,BOMBARDIER INC,DHC 8,No,2.0,Turbo Prop,121,CHAMPLAIN ENTERPRISES INC,0.0,0.0,0.0,Visual Meteorological Conditions,The arcing failure of the windshield heat power wire on the right windshield due to unknown reasons. Contributing to the severity of the fire was the lack of training or guidance provided to the crew for selecting the windshield heat to off that would cut power to the circuit.,2021-06-14
76736,20150608X13827,Accident,GAA15CA108,2015-06-05,"Springhill, LA",United States,325843N,0932433W,Non-Fatal,Substantial,Airplane,N74304,GRUMMAN AMERICAN AVN. CORP.,AA 5B,No,1.0,Reciprocating,091,JUCKETT JIMMY,0.0,0.0,0.0,Visual Meteorological Conditions,Unintentional collision with a deer during landing in dusk visual conditions.,2020-09-25
76737,20150608X22816,Accident,CEN15CA261,2015-06-05,"Sikeston, MO",United States,365356N,0893342W,Non-Fatal,Substantial,Gyrocraft,N229MG,BREWER,SPORTCOPTER VOTEX M,Yes,1.0,Reciprocating,091,John A Brewer,0.0,1.0,0.0,Visual Meteorological Conditions,The pilot inadvertently reducing engine power to the idle position while maneuvering at a low altitude.,2020-09-25
76745,20150610X83303,Accident,ANC15CA038,2015-06-06,"Talkeetna, AK",United States,621918N,0150538W,Non-Fatal,Substantial,Airplane,N1002H,MAULE,M 7-235B,No,1.0,Reciprocating,091,KAYLOR RONALD N,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's loss of directional control during landing, resulting in a collision with terrain.",2020-09-25
76746,20150616X42412,Accident,GAA15CA125,2015-06-06,"Waterloo, IA",United States,423346N,0092247W,Non-Fatal,Substantial,Airplane,N5067E,CESSNA,180B,No,1.0,Reciprocating,091,RICKENBACH BROTHERS AVIATION LLC,0.0,0.0,0.0,Visual Meteorological Conditions,The incorrect installation of the secondary seat stop reel which resulted in the pilot's loss of control when the seat moved full aft during takeoff.,2020-09-25
76751,20150608X30936,Accident,GAA15CA109,2015-06-07,"Maple Plain, MN",United States,004509N,0934018W,Non-Fatal,Substantial,Gyrocraft,N2436,KRETSINGER,BENSEN B8M,Yes,1.0,Reciprocating,091,ELDRIDGE U KRETSINGER,0.0,1.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain airspeed, resulting in a loss of control, and a collision with terrain.",2020-09-25
76755,20150608X23637,Accident,CEN15FA264,2015-06-08,"Kadoka, SD",United States,043500N,1012950W,Fatal,Substantial,Airplane,N11698,BELLANCA,7GCBC,No,1.0,Reciprocating,137,Semper Fi Aviation LLC,1.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain sufficient airspeed during the initial climb after takeoff, which resulted in the airplanes wing exceeding its critical angle-of-attack and a subsequent aerodynamic stall.",2020-09-25
76757,20150609X15345,Accident,CEN15LA265,2015-06-08,"Pecan Island, LA",United States,029374N,0922112W,Non-Fatal,Substantial,Helicopter,N501PH,BELL,407,No,1.0,Turbo Shaft,135,PHI INC,0.0,0.0,0.0,Visual Meteorological Conditions,"The fatigue fracture of the tail rotor gearbox attachment studs, which resulted in a loss of tail rotor control and a subsequent hard landing. ",2020-09-25
76758,20150609X92540,Accident,GAA15CA113,2015-06-09,"Bakersfield, CA",United States,035712N,0119712W,Non-Fatal,Substantial,Airplane,N8372,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,No,1.0,Reciprocating,137,NELSON KENNETH D,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain directional control during the landing roll, resulting in a runway excursion, and a collision with terrain.",2020-09-25
76759,20150611X12248,Accident,CEN15LA266,2015-06-09,"Quitman, TX",United States,324550N,0952330W,Non-Fatal,Substantial,Airplane,N104JX,HUNZIKER,EROS 1650R,Yes,1.0,Reciprocating,091,Ben J. Hunziker,0.0,0.0,1.0,Visual Meteorological Conditions,The pilot's failure to maintain adequate airspeed for the approach to landing.,2020-09-25
76762,20150622X43310,Accident,GAA15CA130,2015-06-09,"Swanton, OH",United States,413514N,0834845W,Non-Fatal,Substantial,Airplane,N6919W,PIPER,PA 28-140,No,1.0,Reciprocating,091,Griffing Flying Service,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain directional control during the landing roll, resulting in a runway excursion, and a collision with a sign.",2020-09-25
76763,20150610X05937,Accident,GAA15CA114,2015-06-10,"Tollville, AR",United States,344246N,0913147W,Non-Fatal,Substantial,Airplane,N5735H,PIPER,PA 16,No,1.0,Reciprocating,091,SICKEL MASON L,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain directional control during the landing flare, which resulted in the airplane impacting a rice field and nosing over.",2020-09-25
76766,20150615X93647,Accident,CEN15LA270,2015-06-10,"Jonesboro, AR",United States,354954N,0903847W,Non-Fatal,Substantial,Airplane,N872CS,PIPER,PA28-200,No,1.0,Reciprocating,091,Pilot,0.0,0.0,0.0,Visual Meteorological Conditions,"Maintenance personnel's improper engine oil drain valve installation, which led to engine oil exhaustion and the subsequent loss of engine power after takeoff at an altitude too low for the pilot to execute a forced landing in a suitable area.",2020-09-25
76767,20150617X55451,Accident,CEN15LA275,2015-06-10,"Pueblo, CO",United States,381757N,1043014W,Non-Fatal,Substantial,Airplane,N919DA,DIAMOND AIRCRAFT IND INC,DA 20 C1,No,1.0,Reciprocating,091,DOSS AVIATION INC,0.0,0.0,0.0,Visual Meteorological Conditions,"The student pilots decision to continue the approach and landing despite recognizing that the wind speed was above the published limit for solo flight, which resulted in a porpoised landing. Contributing to the accident was the failure of the flight instructor and supervisor of flying to direct the student to go around or divert. ",2020-09-25
76768,20150707X64149,Accident,GAA15CA161,2015-06-10,"Galesburg, IL",United States,405639N,0902549W,Non-Fatal,Substantial,Airplane,N740SP,CESSNA,172S,No,1.0,Reciprocating,091,JET AIR INC,0.0,0.0,0.0,,"Firewall damage reported by maintenance personnel that occurred during an unknown phase of flight, because the accident flight and pilot could not be determined.",2020-09-25
76770,20150613X13604,Accident,GAA15CA120,2015-06-11,"Everett, WA",United States,475437N,0122178W,Non-Fatal,Substantial,Airplane,N585PB,BEECH,RC 45J,No,2.0,Reciprocating,091,HISTORIC FLIGHT FOUNDATION,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain directional control, which resulted in a runway excursion, and a collision with a sign.",2020-09-25
76774,20150615X00136,Accident,WPR15LA184,2015-06-12,"Sacramento, CA",United States,383039N,1212921W,Non-Fatal,Substantial,Airplane,N508JA,ECLIPSE AVIATION CORP,EA500,No,2.0,Turbo Jet,135,Nemly Aviation,0.0,0.0,0.0,Visual Meteorological Conditions,A manufacturing defect that resulted in fatigue failure of the left main landing gear trunnion.,2020-09-25
76775,20150615X53251,Accident,CEN15LA271,2015-06-12,"Foster, NE",United States,421626N,0973952W,Non-Fatal,Substantial,Airplane,N48687,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164B,No,1.0,Reciprocating,137,BARNEY STEVEN K,0.0,1.0,0.0,Visual Meteorological Conditions,"The total loss of engine power during a low-level aerial application flight due to fuel exhaustion following the pilots inadequate preflight inspection that led to his assumption that sufficient fuel was on board for the flight based on his reliance on a fuel gauge that indicated the incorrect fuel level.",2020-09-25
76778,20150615X32357,Accident,GAA15CA121,2015-06-13,"Bozeman, MT",United States,004500N,0011100W,Non-Fatal,Substantial,Airplane,N86SB,CESSNA,P210N,No,1.0,Reciprocating,091,Stephen H. Biggs,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to complete the required before landing checks, resulting in the execution of a gear up landing causing substantial damage to the lower fuselage of the airplane.",2020-09-25
76779,20150616X52241,Accident,ANC15CA039,2015-06-13,"McCarthy, AK",United States,006261N,1453145W,Non-Fatal,Substantial,Airplane,N3897Z,PIPER,PA 18-150,No,1.0,Reciprocating,091,Phillip Sturm,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's excessive use of wheel brakes during landing, resulting in a nose over.",2020-09-25
76780,20150629X01239,Accident,GAA15CA142,2015-06-13,"Westminster, MD",United States,393631N,0077029W,Non-Fatal,Substantial,Airplane,N1248S,CESSNA,182P,No,1.0,Reciprocating,091,COTE ORPHAN LLC,0.0,0.0,0.0,Visual Meteorological Conditions,"The flight instructor's delayed remedial action during the landing flare, which resulted in a hard landing and porpoise.",2020-09-25
76781,20150614X11108,Accident,CEN15FA268,2015-06-14,"Cuba, MO",United States,038442N,0912613W,Fatal,Destroyed,Airplane,N2966X,PIPER,PA 32,No,1.0,Reciprocating,091,LIMB-A-NATOR LLC,1.0,0.0,0.0,Instrument Meteorological Conditions,"The pilot's continued flight into thunderstorm activity, which resulted in his loss of airplane control, the exceedance of the airplane's design limits, and its subsequent in-flight breakup. Contributing to the accident was the pilot's reliance on onboard weather equipment to navigate through severe weather.",2020-09-25
76784,20150615X12143,Accident,WPR15LA185,2015-06-14,"Moab, UT",United States,384518N,1094517W,Non-Fatal,Substantial,Airplane,N5143D,CESSNA,182A,No,1.0,Reciprocating,091,Skydive Canyonlands,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilots inadequate preflight fuel planning and inflight fuel management, which resulted in a total loss of engine power due to fuel exhaustion. 
",2020-09-25
76786,20150615X62526,Accident,CEN15LA272,2015-06-14,"Van Horn, TX",United States,031119N,1044917W,Non-Fatal,Substantial,Airplane,N4659N,WEATHERLY AVIATION CO INC,620A,No,,Reciprocating,137,Guadalupe Ag Services,0.0,0.0,1.0,Visual Meteorological Conditions,The loss of engine power for reasons that could not be determined based on the available information.,2020-09-25
76787,20150615X91500,Accident,GAA15CA122,2015-06-14,"Elk Mound, WI",United States,444635N,0914431W,Non-Fatal,Substantial,Helicopter,N9045T,CONTINENTAL COPTERS INC.,TOMCAT MK5A,No,1.0,Reciprocating,137,"CHURCHILL, SCOTT",0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain a positive rate of climb after taking off from the service truck, which resulted in the helicopter impacting terrain.",2020-09-25
76788,20150616X50938,Accident,ERA15LA240,2015-06-14,"Pell City, AL",United States,333332N,0861457W,Non-Fatal,Substantial,Airplane,N1272W,WEATHERLY,201B,No,0.0,Reciprocating,137,Cobb Aerial Solutions LLC,0.0,0.0,0.0,Visual Meteorological Conditions,"The inadequate inspection of the airplane's landing gear, which resulted in a collapse of the right main landing gear due to cracking and corrosion.",2021-02-02
76790,20150616X94016,Accident,ERA15LA239,2015-06-14,"Dushore, PA",United States,413115N,0762744W,Non-Fatal,Substantial,Airplane,N97505,STINSON,108,No,1.0,Reciprocating,091,REXER RICHARD J,0.0,1.0,1.0,Visual Meteorological Conditions,The total loss of engine power during the initial climb for reasons that could not be determined because postaccident examination of the engine revealed no anomalies that would have precluded normal operation.,2020-09-25
76798,20150618X01302,Accident,ERA15CA243,2015-06-17,"Moreland, GA",United States,331648N,0844610W,Non-Fatal,Substantial,Airplane,N353DC,DIAMOND AIRCRAFT IND INC,DA 20 C1,No,1.0,Reciprocating,091,FALCON AVIATION ACADEMY,0.0,0.0,0.0,Visual Meteorological Conditions,"The flight instructor's inaccurate fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.",2020-09-25
76799,20150618X01608,Accident,ERA15FA241,2015-06-18,"Laconia, NH",United States,004300N,0007100W,Non-Fatal,Substantial,Airplane,N2569P,PIPER,PA-22,No,1.0,Reciprocating,091,VOLPE H THOMAS,0.0,0.0,1.0,Visual Meteorological Conditions,"A total loss of engine power for reasons that could not be determined because of insufficient evidence found during postaccident examination of the airframe and engine.
",2020-09-25
76802,20150624X93848,Accident,ERA15LA248,2015-06-18,"St. Augustine, FL",United States,295733N,0812023W,Non-Fatal,Substantial,Airplane,N6553L,CESSNA,152,No,1.0,Reciprocating,091,Florida Aviation Career Training,0.0,0.0,0.0,Visual Meteorological Conditions,"A partial loss of engine power for reasons that could not be determined based on the available information.",2020-09-25
76803,20150619X00546,Accident,CEN15FA278,2015-06-19,"Shreveport, LA",United States,323217N,0934447W,Fatal,Substantial,Airplane,N5743A,CESSNA,172,No,1.0,Reciprocating,091,BAG FLYING CLUB INC,1.0,0.0,0.0,Visual Meteorological Conditions,The pilot's loss of airplane control during initial climb after takeoff for reasons that could not be determined because an examination of the airframe and engine did not reveal any preimpact anomalies.,2020-09-25
76804,20150619X71456,Accident,WPR15LA191,2015-06-19,"Polson, MT",United States,474219N,1141130W,Non-Fatal,Substantial,Airplane,N9699B,CESSNA,180A,No,1.0,Reciprocating,091,SCHANTZ MATTHEW T,0.0,0.0,0.0,Visual Meteorological Conditions,A total loss of engine power during approach for reasons that could not be determined because postaccident examination revealed no anomalies that would have precluded normal operation.,2020-09-25
76806,20150622X32906,Accident,GAA15CA128,2015-06-19,"Long Beach, CA",United States,334922N,0118831W,Non-Fatal,Substantial,Airplane,N24022,BEECH,C23,No,1.0,Reciprocating,091,RANJIV PRIYANTHA GOONETILLEKE,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot failed to maintain clearance from trees while maneuvering to land at night, which resulted in a collision with terrain/objects. A factor contributing to the accident was the lack of oversight by ATC; failing to insure that the fully operational VASI was turned on during the hours of darkness.",2020-09-25
76809,20150620X32952,Accident,WPR15LA193,2015-06-20,"Salinas, CA",United States,363932N,1214227W,Fatal,Substantial,Helicopter,N4427F,BELL,47G 5,No,1.0,Reciprocating,137,GOMES FARM AIR SERVICE INC,1.0,0.0,0.0,Instrument Meteorological Conditions,"The non-instrument-rated pilot's visual flight rules flight into instrument meteorological conditions, which resulted in his spatial disorientation and loss of helicopter control. Contributing to the accident was the pilot's impairment by high-dose opioid use.",2020-09-25
76816,20150622X43026,Accident,WPR15LA194,2015-06-21,"Five Points, CA",United States,362547N,0120611W,Non-Fatal,Substantial,Airplane,N8598H,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,No,1.0,Reciprocating,137,KENNYS CROP DUSTING INC,0.0,1.0,0.0,Visual Meteorological Conditions,"Maintenance personnels improper reassembly of the engine during overhaul, which led to the failure of the supercharger-blower due to a lack of lubrication and the subsequent total loss of engine power during takeoff.",2020-09-25
76817,20150622X70018,Accident,CEN15LA279,2015-06-21,"Sheboygan, WI",United States,434611N,0087516W,Non-Fatal,Substantial,Airplane,N1168Z,MOONEY,M20K,No,1.0,Reciprocating,091,James R. Pawlak,0.0,0.0,0.0,Instrument Meteorological Conditions,"Oil starvation due to preignition in the No. 5 cylinder as a result of failed spark plugs; the top and sides of the piston head were eroded, which allowed the exhaust gases caused by the preignition to pressurize the crankcase and force engine oil out of the breather tube.",2020-09-25
76821,20150707X73857,Accident,GAA15CA163,2015-06-22,"Grosse Ile, MI",United States,042547N,0083936W,Non-Fatal,Substantial,Airplane,N640BA,GATES LEARJET CORP.,35A,No,2.0,Turbo Fan,091,BETA AIRE LTD,0.0,0.0,0.0,Visual Meteorological Conditions,The airplane's collision with a deer on the unfenced runway during the takeoff roll. Contributing to the accident is the airport's failure to establish a continuous fence between the runway and the nature conservancy.,2020-09-25
76823,20150622X84004,Accident,WPR15LA196,2015-06-22,"Boulder City, NV",United States,355843N,0114505W,Non-Fatal,Substantial,Airplane,N35590,PIPER,PA 32R-301,No,1.0,Reciprocating,091,HARRY SILSBY MD P C,0.0,0.0,0.0,Visual Meteorological Conditions,A total loss of engine power during cruise flight for reasons that could not be determined based on the available evidence.,2020-09-25
76825,20150708X94659,Accident,GAA15CA169,2015-06-22,"Pemberton, NJ",United States,395855N,0744134W,Non-Fatal,Substantial,Airplane,N1292W,WEATHERLY,201B,No,1.0,Reciprocating,137,JERSEY DEVIL DUSTERS LLC,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain directional control during the takeoff roll, which resulted in the airplane's left main landing gear impacting an unknown object, and subsequent collapse during landing.",2020-09-25
76826,20150831X42354,Accident,GAA15CA241,2015-06-22,"Upperville, VA",United States,385818N,0775211W,Non-Fatal,Substantial,Airplane,N5210A,CESSNA,172,No,1.0,Reciprocating,091,Aviation Adventures,0.0,0.0,0.0,Visual Meteorological Conditions,"An inflight bird strike, which resulted in wing spar damage.",2020-09-25
76827,20150623X74917,Accident,WPR15LA198,2015-06-23,"Schafers Meadows, MT",United States,048428N,1131425W,Non-Fatal,Substantial,Airplane,N8424Q,CESSNA,TU206F,No,1.0,Reciprocating,135,RED EAGLE AVIATION,0.0,2.0,1.0,Visual Meteorological Conditions,The pilot's failure to maintain directional control of the airplane during the landing roll in variable and gusting wind conditions.,2020-09-25
76828,20150624X01443,Accident,GAA15CA134,2015-06-23,"Nampa, ID",United States,433452N,1163122W,Non-Fatal,Substantial,Airplane,UNREG,QUICKSILVER,MX,Yes,1.0,Reciprocating,091,Miguel Angel Hurtado,0.0,0.0,0.0,Visual Meteorological Conditions,"The student pilot's failure to maintain directional control during the takeoff roll, resulting in a runway excursion, and a collision with terrain.",2020-09-25
76830,20150625X04520,Accident,GAA15CA135,2015-06-23,"Nyssa, OR",United States,435352N,1165924W,Non-Fatal,Substantial,Airplane,N2159C,WSK PZL MIELEC,M 18A,No,1.0,Turbo Prop,137,BYBEE AIR SERVICE INC,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain directional control during takeoff, resulting in a runway excursion and collision with terrain.",2020-09-25
76832,20150701X31253,Accident,GAA15CA152,2015-06-24,"EDNA, TX",United States,291057N,0096370W,Non-Fatal,Substantial,Airplane,N6107W,AIR TRACTOR INC,AT 502B,No,1.0,Turbo Prop,137,KUBECKA DANIEL P,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain directional control during the takeoff roll, resulting in a runway excursion, and collision with a fence.",2020-09-25
76834,20150625X15034,Accident,ANC15MA041,2015-06-25,"Ketchikan, AK",United States,552723N,0131846W,Fatal,Substantial,Airplane,N270PA,DEHAVILLAND,DHC-3,No,1.0,Turbo Prop,135,"Promech Air, Inc.",9.0,0.0,0.0,Visual Meteorological Conditions,"(1) the pilot's decision to continue visual flight into an area of instrument meteorological conditions, which resulted in his geographic disorientation and controlled flight into terrain; and (2) Promech's company culture, which tacitly endorsed flying in hazardous weather and failed to manage the risks associated with the competitive pressures affecting Ketchikan-area air tour operators; its lack of a formal safety program; and its inadequate operational control of flight releases.
",2021-06-15
